Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
"--- BILLING & PAYMENT: how money moves between parties ---",,,,,,,,
Billing & Payment,Owner Invoice / Pay Application,"A periodic billing from the GC to the owner for work completed — the GC's request for payment under the prime contract. Lifecycle: Draft → Submitted → Under Review → Approved → Paid; also Rejected, Revised. Key properties: billing period, scheduled value, work completed (previous + current), stored materials, retainage, amount due, percent complete. Pay app amount ≠ project cost — it's the billing. Percent complete by line item based on schedule of values. Stored materials (on site but not installed) are billable on many contracts. Retainage (5–10%) withheld until substantial completion. Upstream: commitments, direct costs, owner COs. Downstream: payment, retainage.","AIA G702/G703 (Application and Certificate for Payment); ConsensusDocs payment forms","Monthly billing cycle; $50K–$10M per pay application depending on project size","Procore; Textura; GCPay; Sage 300; Viewpoint; CMiC; MS Excel","High — owner_invoices table with line items, markups, and workflow tracking",Compare pay application processing time (submission to approval) and billing accuracy across projects,"Monthly pay application cycle drives the financial rhythm of every project. Lender draws are often tied to pay app approval. Pay app line items correspond to SOV items mapping to cost codes."
Billing & Payment,Subcontractor Invoice,"A periodic billing from a subcontractor to the GC for work completed under a subcontract. Lifecycle: Draft → Submitted → Under Review → Approved → Paid; also Rejected, Revised. Key properties: billing period, commitment reference, scheduled value, work completed, stored materials, retainage, amount due, percent complete. Mirrors pay applications but flows in the opposite direction — subs bill the GC. Invoice review and approval drives cash flow for subcontractors. Upstream: commitments, CCOs (approved changes added to SOV). Downstream: payment, retainage, lien waiver (required with each invoice).","AIA G702/G703 (adapted for sub billing); company-specific invoice forms","Monthly billing; 25–40 subs × 12–24 months = 300–960 invoices per project","Procore; Textura; GCPay; Sage 300; Viewpoint; CMiC; Foundation","High — subcontractor_invoices table with workflow tracking",Compare invoice processing time and rejection rate across vendors and projects,"Subcontractor invoice volume is high. Matching invoice amounts to approved work is a major administrative task. Invoice processing time is a key vendor relationship metric."
Billing & Payment,Retainage,"Funds withheld from progress payments as security for completion of work — released at substantial completion or final completion. Lifecycle: Accumulating (during construction) → Partial Release (at substantial completion) → Full Release (at final completion). Key properties: retainage held (cumulative), retainage released, retainage rate (%), release conditions. Retainage is NOT a cost — it's a withheld portion of earned payment. Typical rate: 5–10%. Release triggers: substantial completion (reduce to 50%), final completion (release remainder). Retainage held from subs should approximately equal retainage held from owner. Upstream: owner invoices, subcontractor invoices. Downstream: payment, lien waiver.","State retainage statutes (vary by jurisdiction); AIA contract retainage provisions; Miller Act (federal projects)","5–10% of each progress payment; total retainage = 5–10% of contract value","Procore; Textura; GCPay; Sage 300; Viewpoint; CMiC","Medium — tracked within invoicing system, no dedicated retainage table",Compare retainage rates and release timing across project types and jurisdictions,"Retainage is one of the most contentious financial instruments in construction. Subs view it as the GC holding their money. Some states cap retainage at 5%. Release delays strain vendor relationships."
Billing & Payment,Payment,"The actual transfer of funds between parties — the final step in the billing cycle. Lifecycle: Scheduled → Processed → Cleared. Key properties: amount, date, from party, to party, invoice reference, payment method. Payment is the actual cash event — distinct from invoice approval. Payment terms (Net 30, Net 45) create a gap between approval and payment. Cash flow forecasting depends on payment timing. Pay-when-paid clauses mean sub payment depends on owner payment to GC. Upstream: owner invoices, subcontractor invoices, retainage release. Downstream: lien waiver.","Prompt Payment Acts (federal and state); UCC payment provisions; contract-specific terms","Net 30 to Net 60 payment terms; $10K–$5M per payment","Procore; Textura; GCPay; Sage 300; Viewpoint; CMiC; bank EFT systems","High — payments_* tables (agreements, disbursements, issued, received), comprehensive payment tracking",Compare payment cycle time (invoice approval to payment) and prompt payment compliance across projects,"Payment timing drives cash flow. Slow-paying owners cascade delays to sub payments. Construction lenders tie draws to pay app approval, adding another layer."
Billing & Payment,Lien Waiver,"A legal document in which a party waives their right to file a mechanic's lien against the property — exchanged with each payment. Four types: conditional progress (with invoice), unconditional progress (when payment clears), conditional final (with final invoice), unconditional final (with final payment). Collection from all tiers of subcontractors required before owner makes final payment to GC. Upstream: payment. Downstream: none — terminal document.","State mechanic's lien statutes (vary by jurisdiction); statutory lien waiver forms in many states","4 types × number of subs × number of billing periods = hundreds per project","Procore; Textura; GCPay; Levelset; zlien; MS Excel","High — payments_lien_waivers table with subtier tracking",Compare lien waiver collection rate and timeliness across projects and vendors,"Lien waiver collection is a major closeout task. Missing lien waivers can block final payment and retainage release. Some states have statutory lien waiver forms that must be used exactly."
"--- FINANCIAL CLASSIFICATION & STRUCTURE: how costs are organized and categorized ---",,,,,,,,
Financial Classification,Schedule of Values (SOV),"A cost breakdown of a contract that defines the billing structure — line items represent discrete portions of work that can be billed as completed. Lifecycle: Created (with contract) → Active (updated each billing cycle) → Complete (100% billed). Key properties: line item number, description, scheduled value, percent complete, previous billing, current billing, balance to finish. The SOV is a BILLING structure, not a cost structure — SOV line items may not align with cost code line items. Percent complete by SOV line drives monthly billing. Front-loading (billing more early) is a common practice that distorts true percent complete. Upstream: commitments. Downstream: subcontractor invoices, owner invoices.","AIA G703 (Continuation Sheet); company-specific SOV formats","10–500 SOV line items per contract depending on scope complexity","Procore; Textura; GCPay; Sage 300; Viewpoint; CMiC; MS Excel","Medium — embedded in commitment and billing structure, no dedicated SOV table",Compare SOV granularity and front-loading patterns across project types,"SOV is one of the least standardized instruments. SOV lines often describe building elements in plain language ('Install curtain wall Level 3-5'), providing NLP-accessible links to building systems."
Financial Classification,Allowance,"A budget line item for work that cannot be precisely defined at contract time — price is estimated and reconciled to actual cost. Lifecycle: Established (in contract) → Active (as work performed) → Reconciled (actual vs. allowance). Key properties: description, allowance amount, actual cost, variance (allowance − actual), cost code. Allowances are NOT contingency — they are placeholder amounts for defined scope where exact cost isn't yet known (e.g., 'Flooring Allowance: $50/SF, final selection TBD'). Exceeded allowances become change orders. Upstream: budget line items, commitments. Downstream: direct costs or CCOs, budget modifications.","AIA A201 §3.8 (Allowances); owner specifications","$10K–$2M per allowance; 3–15 allowances per project on negotiated contracts","Procore (via budget codes); Sage 300; Viewpoint; CMiC; MS Excel","Low — no dedicated allowance tracking, managed via budget codes and manual processes",Compare allowance variance (actual vs. allowed) by type to benchmark estimation accuracy,"Allowances are common in negotiated contracts (CM at Risk, design-build) and less common in hard bid. Typically tied to specific building systems — flooring, fixtures, lighting."
Financial Classification,Contingency,"A budget reserve for unforeseen costs — not allocated to any specific scope until needed. Lifecycle: Established (in budget) → Active (drawn down as changes occur) → Depleted or Returned. Key properties: contingency type (owner vs. GC vs. design), original amount, remaining amount, burn rate, drawdown log. Contingency is NOT a cost — it's a RESERVE. Contingency burn rate (% used vs. % complete) is a key project health metric. Contingency remaining at completion may be shared (GMP savings) or returned to owner. Upstream: project budget. Downstream: budget modifications, change orders (funded from contingency).","AACE 10S-90 (Cost Engineering); PMI PMBOK contingency reserves; CMAA guidelines","5–15% of construction cost depending on project complexity and delivery method","Procore (via budget line items); Sage 300; Viewpoint; CMiC; Primavera Unifier; MS Excel","Low — no dedicated contingency tracking, managed via budget line items and budget codes",Compare contingency burn rate across project types and delivery methods to benchmark risk management,"Types: owner contingency (owner controls), GC contingency (GC controls), design contingency (for design-phase changes). GMP contracts define contingency explicitly. Burn rate > % complete = red flag."
"--- EARNED VALUE & FORECASTING: derived financial measures computed from transactional instruments ---",,,,,,,,
Earned Value & Forecasting,Cost Forecast / Estimate at Completion (EAC),"A projection of total project cost at completion — combines actual cost to date with estimated cost to complete. Updated monthly or more frequently on active projects. EAC = Actual Cost to Date + Estimated Cost to Complete. Methods: deterministic (bottom-up re-estimate), parametric (CPI-based), management estimate. EAC vs. budget = projected variance at completion — THE financial health metric. Can be computed at any level: project, building system, cost code, commitment. Depends on all other financial instruments — budget, commitments, changes, direct costs, invoices.","AACE RP 10S-90; PMI PMBOK §7.4 (Control Costs); ANSI/EIA-748 (EVMS)","Computed from: original budget + committed cost + actual cost + projected changes + cost to complete","Procore (budget forecast snapshots); Primavera; CMiC; Viewpoint; Sage; MS Excel","Medium — budget_forecast_line_items table exists but sparse adoption; most EAC done in Excel",Compare EAC accuracy (projected vs. actual at completion) and forecast frequency across project types,"EAC is computed, not stored as a standalone instrument. Included here because it is the most important derived financial measure. System-level EAC shows which building systems are trending over/under budget."
Earned Value & Forecasting,Cash Flow Projection,"A time-phased projection of money in (owner payments) and money out (sub payments, direct costs) — shows when cash is needed. Updated monthly. Key properties: period, projected income, projected outflow, net cash position, cumulative cash position. GCs typically pay subs after receiving owner payment (pay-when-paid). Positive cash flow depends on billing ahead of payment obligations. Front-loaded SOVs improve early cash flow. Retainage creates a cash drag until release. Can be projected by building system — envelope peaks during enclosure phase, MEP peaks during rough-in.","PMI PMBOK cash flow management; AACE cost scheduling","Monthly or weekly time buckets; S-curve distribution typical","Procore (limited); Primavera P6 (resource-loaded schedule); CMiC; MS Excel (primary tool)","Low — not a native Procore feature, most GCs manage cash flow in Excel or ERP",Compare cash flow profiles (S-curve shape) and peak cash requirements across project types and sizes,"Cash flow management is critical for GC financial health. Negative cash flow on a project means the GC is financing construction from other projects or credit lines. Connects Financial Instruments to the Schedule domain."
"--- STANDARD MEASURES: KPIs and metrics derived from financial instrument performance ---",,,,,,,,
Standard Measures,Budget Variance,"The difference between budgeted cost and actual cost (committed + direct + approved changes) at any point in time. Formula: Budget Amount − (Committed Cost + Direct Cost + Approved Changes). Can be computed per cost code, per building system, or at project level. Negative variance = over budget. The most fundamental financial KPI in construction.","AACE cost variance analysis; PMI PMBOK EVM","Expressed as $ amount and as % of budget; typical range: −15% to +5%","Derived from: budget_line_items, commitment_line_items, direct_cost_line_items, change_event_line_items","High — computed from existing financial tables",Compare budget variance by cost code division and project type to identify systematic cost risks,"Variance by MasterFormat division enables cross-project comparison — 'are my concrete costs consistently over budget?' Budget variance at completion is the ultimate project financial outcome."
Standard Measures,Cost Growth %,"The percentage increase from original budget to final cost. Formula: (Final Cost − Original Budget) / Original Budget × 100. Measures total cost escalation including all changes, direct costs, and adjustments. Distinct from change order rate — cost growth includes ALL cost increases, not just formal changes.","AACE 10S-90; CII benchmarking metrics","Typical range: 3–12% for well-managed projects; 15–30% for troubled projects","Derived from: budget (original), all cost instruments (final)","High — computed from budget and cost data",Compare cost growth across project types, delivery methods, and value bands to benchmark financial performance,"Cost growth is the single most important outcome metric for financial benchmarking. Separating cost growth by change_reason (design, owner, unforeseen) identifies root causes."
Standard Measures,Cost Performance Index (CPI),"The ratio of earned value to actual cost — measures cost efficiency. Formula: CPI = Earned Value / Actual Cost. CPI > 1.0 = under budget. CPI < 1.0 = over budget. CPI = 1.0 = on budget. Used as a multiplier in EAC forecasting. Typically computed monthly.","ANSI/EIA-748 (EVMS); PMI PMBOK §7.4; AACE RP 10S-90","CPI range: 0.70–1.30; below 0.85 is a serious red flag","Derived from: schedule (earned value basis), budget, actual costs","Medium — requires earned value computation which most GCs don't formally track",Compare CPI trends across projects and project types to identify cost efficiency patterns,"True EVMS is rare in commercial construction — more common on government/DOD projects. Simplified CPI (% complete × budget / actual cost) is more practical for benchmarking."
Standard Measures,Committed Cost vs. Budget,"The ratio of total committed cost (subcontracts + POs + approved changes) to budget. Formula: Total Committed / Budget × 100. Measures how much of the budget is locked into contracts. Tracks the buying-out process — from 0% at project start to 90–100% when all trades are committed.","AACE cost control; PMI procurement management","0–100%+; typically 85–95% of budget is committed, remainder is direct cost and contingency","Derived from: commitments, commitment_change_orders, budget_line_items","High — computed from commitment and budget tables",Compare commitment coverage trajectory (speed of buy-out) and final committed ratio across projects,"Commitment coverage < 70% late in the project = buying risk. Committed cost > budget = budget overrun before direct costs are even counted."
Standard Measures,Change Order Rate,"The number and value of change orders relative to original contract value. Formula: (Total CO Value / Original Contract Value) × 100. Can be computed separately for owner COs (revenue) and commitment COs (cost). High CO rate may indicate scope issues, poor design, or difficult conditions — not necessarily bad management.","CII benchmarking metrics; AACE change management","By count: 20–100+ COs per project. By value: 5–15% of contract value is typical","Derived from: change_events, commitment_change_orders, prime_contract_change_orders, commitments","High — computed from change management and commitment tables",Compare CO rate by change_reason category across project types and delivery methods,"Separating CO rate by change_reason (design, owner, unforeseen, rework) reveals root causes. Design change rate + owner change rate + unforeseen change rate = total CO rate decomposition."
Standard Measures,Contingency Burn Rate,"The rate at which contingency is consumed relative to project progress. Formula: (Contingency Used / Original Contingency) / (% Complete). Burn rate > 1.0 = contingency consumed faster than progress, indicating the project may exhaust reserves. Updated monthly. A leading indicator of financial distress.","AACE contingency management; CMAA project controls guidelines","Burn rate range: 0.5–2.0; > 1.5 is a red flag","Derived from: budget_line_items (contingency lines), budget_modifications (contingency draws), schedule (% complete)","Low — requires manual identification of contingency budget lines and draws",Compare contingency burn rate trajectories across project types and complexity levels,"Contingency burn rate is one of the few LEADING financial indicators — it predicts future budget distress before it materializes. Most other financial metrics are lagging."
Standard Measures,Invoice Processing Time,"The elapsed time from invoice submission to approval. Formula: Approval Date − Submission Date (in business days). Measures administrative efficiency and cash flow impact. Long processing times strain subcontractor relationships and signal workflow bottlenecks.","Prompt Payment Act benchmarks; AIA payment provisions","Typical range: 5–30 business days; > 20 days is a red flag for sub relations","Derived from: owner_invoices (workflow dates), subcontractor_invoices (workflow dates)","High — computed from invoice and workflow timestamps",Compare invoice processing time across projects and vendors to identify bottlenecks,"Prompt Payment Acts in many states require payment within 30 days of invoice receipt. Invoice processing time directly affects sub cash flow and willingness to bid future work."
Standard Measures,Cash Flow Variance,"The difference between projected cash position and actual cash position at a point in time. Formula: Actual Cash Position − Projected Cash Position. Positive = more cash than expected. Negative = less cash than expected. Tracks the accuracy of cash flow forecasting and identifies liquidity risk.","AACE cash flow analysis; PMI cost management","Expressed as $ amount; typical tolerance: ±5% of monthly cash flow","Derived from: payment records, invoice records, budget forecasts","Low — requires cash flow projection capability that most Procore users manage in Excel/ERP",Compare cash flow forecast accuracy across projects to improve financial planning,"Cash flow variance connects to payment timing — owner payment delays create negative variance that cascades to sub payments."
Standard Measures,Estimate at Completion Variance,"The difference between the projected final cost (EAC) and the original budget. Formula: EAC − Original Budget. Tracks how the projected final cost evolves over time. Early EAC variance is a leading indicator of final cost growth.","AACE 10S-90; ANSI/EIA-748; PMI PMBOK","$ amount; typical trajectory: starts at $0, grows as changes are identified","Derived from: budget_forecast_line_items, budget, all cost instruments","Medium — budget_forecast_line_items table exists but sparse",Compare EAC variance trajectory shape across project types to identify early warning patterns,"EAC variance at 25% complete is a strong predictor of final cost growth. Projects with high early EAC variance rarely recover. Track monthly EAC snapshots for trend analysis."
